l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,27.0
7.0,5.0,8.0,12.0,0.0,0.0,1.0,4.0
7.0,7.0,8.0,13.0,1.0,1.0,2.0,2.0
1.0,12.0,7.0,13.0,1.0,1.0,3.0,5.0
1.0,12.0,5.0,13.0,4.0,4.0,8.0,3.0
7.0,6.0,8.0,12.0,5.0,5.0,9.0,14.0
2.0,12.0,4.0,13.0,11.0,11.0,17.0,13.0
4.0,12.0,7.0,13.0,14.0,14.0,18.0,11.0
1.0,12.0,2.0,13.0,16.0,16.0,23.0,6.0
4.0,12.0,6.0,13.0,20.0,20.0,32.0,1.0
7.0,9.0,8.0,12.0,23.0,23.0,39.0,3.0
7.0,7.0,8.0,9.0,26.0,26.0,45.0,0.0
7.0,8.0,8.0,9.0,27.0,27.0,46.0,0.0
