l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,24.0
7.0,11.0,8.0,12.0,4.0,4.0,10.0,16.0
7.0,8.0,8.0,11.0,7.0,7.0,12.0,16.0
7.0,12.0,8.0,13.0,7.0,7.0,13.0,11.0
1.0,13.0,4.0,14.0,9.0,9.0,15.0,3.0
7.0,7.0,8.0,8.0,9.0,9.0,16.0,14.0
4.0,12.0,5.0,13.0,17.0,17.0,22.0,5.0
5.0,12.0,7.0,13.0,19.0,19.0,30.0,4.0
3.0,12.0,4.0,13.0,21.0,21.0,32.0,3.0
2.0,12.0,3.0,13.0,22.0,22.0,34.0,2.0
1.0,12.0,2.0,13.0,23.0,23.0,36.0,1.0
