l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,6.0,13.0,0.0,0.0,0.0,26.0
6.0,7.0,8.0,13.0,0.0,0.0,2.0,13.0
6.0,6.0,8.0,8.0,2.0,2.0,13.0,0.0
7.0,13.0,8.0,17.0,3.0,3.0,17.0,6.0
6.0,11.0,8.0,13.0,5.0,5.0,29.0,7.0
6.0,9.0,7.0,11.0,18.0,18.0,57.0,8.0
7.0,10.0,8.0,11.0,18.0,18.0,58.0,8.0
6.0,7.0,7.0,9.0,20.0,20.0,62.0,7.0
7.0,7.0,8.0,10.0,20.0,20.0,63.0,7.0
7.0,7.0,8.0,10.0,20.0,20.0,64.0,0.0
6.0,10.0,7.0,11.0,24.0,24.0,69.0,0.0
6.0,11.0,8.0,12.0,25.0,25.0,71.0,1.0
7.0,13.0,8.0,14.0,27.0,27.0,74.0,0.0
