l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,3.0,12.0,0.0,0.0,0.0,1.0
3.0,5.0,5.0,12.0,0.0,0.0,1.0,18.0
5.0,5.0,8.0,11.0,0.0,0.0,2.0,18.0
1.0,6.0,3.0,13.0,1.0,1.0,3.0,1.0
3.0,12.0,5.0,13.0,1.0,1.0,4.0,10.0
5.0,11.0,8.0,13.0,1.0,1.0,5.0,10.0
1.0,13.0,3.0,16.0,2.0,2.0,6.0,4.0
3.0,13.0,7.0,15.0,2.0,2.0,7.0,1.0
7.0,13.0,8.0,14.0,2.0,2.0,8.0,2.0
7.0,13.0,8.0,14.0,2.0,2.0,9.0,0.0
2.0,4.0,3.0,11.0,3.0,3.0,10.0,5.0
1.0,12.0,3.0,13.0,4.0,4.0,13.0,7.0
1.0,2.0,2.0,11.0,5.0,5.0,15.0,4.0
1.0,11.0,3.0,12.0,7.0,7.0,21.0,8.0
1.0,12.0,2.0,13.0,7.0,7.0,22.0,1.0
1.0,12.0,2.0,13.0,7.0,7.0,23.0,0.0
3.0,13.0,4.0,14.0,9.0,9.0,30.0,3.0
1.0,8.0,2.0,11.0,10.0,10.0,31.0,6.0
2.0,9.0,3.0,11.0,10.0,10.0,32.0,8.0
2.0,6.0,3.0,9.0,11.0,11.0,36.0,6.0
2.0,11.0,3.0,12.0,11.0,11.0,37.0,1.0
1.0,6.0,2.0,8.0,12.0,12.0,38.0,4.0
4.0,13.0,6.0,14.0,13.0,13.0,39.0,2.0
1.0,13.0,3.0,14.0,14.0,14.0,42.0,1.0
6.0,13.0,7.0,15.0,15.0,15.0,43.0,0.0
2.0,8.0,3.0,9.0,15.0,15.0,45.0,0.0
2.0,12.0,3.0,13.0,17.0,17.0,46.0,1.0
5.0,11.0,6.0,13.0,18.0,18.0,47.0,0.0
6.0,11.0,8.0,12.0,18.0,18.0,48.0,0.0
6.0,11.0,8.0,12.0,18.0,18.0,49.0,0.0
