l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,7.0,12.0,0.0,0.0,0.0,18.0
7.0,6.0,8.0,12.0,0.0,0.0,1.0,13.0
2.0,12.0,7.0,13.0,0.0,0.0,2.0,5.0
7.0,5.0,8.0,11.0,1.0,1.0,4.0,0.0
5.0,12.0,6.0,14.0,6.0,6.0,18.0,4.0
6.0,12.0,8.0,16.0,6.0,6.0,19.0,0.0
7.0,12.0,8.0,15.0,7.0,7.0,23.0,1.0
6.0,13.0,7.0,14.0,7.0,7.0,24.0,4.0
1.0,12.0,2.0,17.0,8.0,8.0,27.0,0.0
2.0,13.0,6.0,17.0,8.0,8.0,28.0,1.0
6.0,14.0,7.0,17.0,8.0,8.0,29.0,2.0
1.0,12.0,2.0,13.0,9.0,9.0,31.0,7.0
1.0,13.0,2.0,15.0,10.0,10.0,32.0,3.0
2.0,12.0,3.0,13.0,13.0,13.0,33.0,6.0
3.0,12.0,5.0,14.0,14.0,14.0,34.0,3.0
2.0,13.0,3.0,15.0,14.0,14.0,35.0,3.0
6.0,12.0,7.0,13.0,14.0,14.0,36.0,3.0
3.0,14.0,6.0,17.0,15.0,15.0,37.0,1.0
1.0,15.0,3.0,17.0,15.0,15.0,38.0,1.0
3.0,12.0,5.0,13.0,16.0,16.0,40.0,1.0
