l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,7.0,12.0,0.0,0.0,0.0,22.0
5.0,12.0,6.0,14.0,6.0,6.0,18.0,8.0
7.0,12.0,8.0,13.0,9.0,9.0,30.0,6.0
2.0,12.0,3.0,13.0,13.0,13.0,33.0,10.0
6.0,12.0,7.0,13.0,14.0,14.0,36.0,7.0
3.0,12.0,5.0,13.0,16.0,16.0,40.0,3.0
7.0,9.0,8.0,11.0,22.0,22.0,45.0,3.0
7.0,7.0,8.0,9.0,23.0,23.0,47.0,1.0
7.0,11.0,8.0,12.0,23.0,23.0,48.0,2.0
7.0,6.0,8.0,7.0,25.0,25.0,49.0,0.0
