l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,6.0,13.0,0.0,0.0,0.0,12.0
6.0,7.0,8.0,13.0,0.0,0.0,2.0,9.0
8.0,6.0,9.0,9.0,2.0,2.0,12.0,3.0
4.0,13.0,6.0,14.0,3.0,3.0,16.0,3.0
7.0,13.0,8.0,17.0,3.0,3.0,17.0,2.0
6.0,13.0,7.0,15.0,3.0,3.0,19.0,3.0
8.0,9.0,9.0,12.0,6.0,6.0,33.0,1.0
3.0,13.0,4.0,14.0,9.0,9.0,39.0,0.0
1.0,13.0,3.0,14.0,10.0,10.0,40.0,0.0
8.0,12.0,9.0,13.0,11.0,11.0,41.0,0.0
